order_id,order_date,supplier_reliability_score,warehouse_inventory_level,order_quantity,shipping_distance_km,shipping_method,weather_condition,processing_time_hours,order_priority,delayed
2111,2023-03-29 22:00:00,0.63,207,361,101.9,Road,Storm,29.5,High,0
2112,2023-03-29 23:00:00,0.85,75,191,398.8,Sea,Storm,62.6,Low,1
2113,2023-03-30 00:00:00,0.84,1990,397,824.6,Road,Rain,33.4,Medium,1
2114,2023-03-30 01:00:00,0.64,2405,436,1840.6,Air,Storm,69.3,Medium,1
2115,2023-03-30 02:00:00,0.78,1019,25,642.0,Sea,Storm,22.4,High,0
2116,2023-03-30 03:00:00,0.79,877,324,1894.9,Road,Storm,40.1,High,0
2117,2023-03-30 04:00:00,0.89,4239,20,938.0,Road,Clear,45.8,Medium,0
2118,2023-03-30 05:00:00,0.68,1014,312,400.5,Air,Clear,40.5,Low,0
2119,2023-03-30 06:00:00,0.82,2848,381,553.6,Rail,Storm,24.3,Medium,0
2120,2023-03-30 07:00:00,1.0,2905,403,1465.1,Road,Rain,2.1,Medium,0
2121,2023-03-30 08:00:00,0.61,2065,438,304.9,Road,Storm,36.4,Medium,0
2122,2023-03-30 09:00:00,0.89,4672,56,1293.8,Sea,Clear,70.6,High,0
2123,2023-03-30 10:00:00,0.74,2214,356,1285.7,Sea,Rain,5.4,Low,0
2124,2023-03-30 11:00:00,0.79,1997,388,954.0,Road,Fog,60.1,High,1
2125,2023-03-30 12:00:00,0.71,2509,173,1037.1,Road,Storm,31.6,Medium,1
2126,2023-03-30 13:00:00,0.78,2987,18,874.5,Sea,Rain,64.6,Low,1
2127,2023-03-30 14:00:00,0.8,1968,301,1440.5,Sea,Clear,37.0,Low,0
2128,2023-03-30 15:00:00,0.97,794,188,568.4,Sea,Storm,64.7,Low,0
2129,2023-03-30 16:00:00,0.95,4384,438,1602.6,Air,Fog,45.7,Low,1
2130,2023-03-30 17:00:00,0.97,3641,122,1939.3,Air,Storm,18.6,Low,0
2131,2023-03-30 18:00:00,0.99,2791,37,1805.9,Sea,Fog,3.4,Low,0
2132,2023-03-30 19:00:00,0.76,280,426,1010.9,Sea,Fog,48.5,High,1
2133,2023-03-30 20:00:00,0.91,3836,290,1526.5,Sea,Rain,39.6,Low,0
2134,2023-03-30 21:00:00,0.96,1849,186,592.9,Sea,Rain,69.1,High,1
2135,2023-03-30 22:00:00,0.65,185,248,1823.1,Rail,Clear,9.6,Medium,0
2136,2023-03-30 23:00:00,0.89,3503,430,638.5,Rail,Clear,16.8,Low,0
2137,2023-03-31 00:00:00,0.83,774,15,973.6,Sea,Storm,21.2,High,0
2138,2023-03-31 01:00:00,0.68,3012,52,1963.3,Air,Storm,45.9,Low,1
2139,2023-03-31 02:00:00,0.85,1671,62,1052.9,Road,Storm,35.7,Medium,0
2140,2023-03-31 03:00:00,0.88,4028,411,711.8,Road,Storm,17.0,High,0
2141,2023-03-31 04:00:00,0.86,2034,343,512.8,Sea,Rain,5.0,Low,0
2142,2023-03-31 05:00:00,0.6,448,321,1371.2,Road,Storm,18.3,High,0
2143,2023-03-31 06:00:00,0.97,2170,187,1353.9,Sea,Clear,43.5,Low,0
2144,2023-03-31 07:00:00,0.74,4425,172,853.4,Sea,Clear,55.1,Low,0
2145,2023-03-31 08:00:00,0.92,878,493,445.3,Sea,Storm,54.8,Medium,0
2146,2023-03-31 09:00:00,0.66,2286,15,1203.8,Road,Clear,13.0,Medium,1
2147,2023-03-31 10:00:00,0.84,2503,69,1510.4,Air,Rain,18.0,Medium,0
2148,2023-03-31 11:00:00,0.62,4020,86,1656.0,Sea,Rain,23.2,Medium,0
2149,2023-03-31 12:00:00,0.82,3022,454,1268.0,Road,Storm,31.2,High,1
2150,2023-03-31 13:00:00,0.86,516,491,7.9,Rail,Rain,15.4,Low,1
2151,2023-03-31 14:00:00,0.75,4792,387,646.2,Road,Rain,64.5,High,0
2152,2023-03-31 15:00:00,0.89,3385,141,1738.2,Road,Fog,46.4,Medium,0
2153,2023-03-31 16:00:00,0.79,2762,106,1498.8,Sea,Fog,52.4,Low,1
2154,2023-03-31 17:00:00,0.62,4285,366,1082.5,Air,Storm,10.9,Medium,0
2155,2023-03-31 18:00:00,0.62,3288,270,311.2,Air,Storm,12.1,Medium,1
2156,2023-03-31 19:00:00,0.62,2726,131,597.8,Road,Storm,38.8,Low,0
2157,2023-03-31 20:00:00,0.74,4179,7,1791.8,Road,Fog,42.6,High,1
2158,2023-03-31 21:00:00,0.97,2857,86,1359.5,Sea,Storm,55.9,Low,1
2159,2023-03-31 22:00:00,0.73,1782,55,1590.0,Road,Clear,9.1,Medium,1
2160,2023-03-31 23:00:00,0.93,1768,14,1062.8,Air,Storm,28.3,High,0
2161,2023-04-01 00:00:00,0.86,4598,487,1534.9,Air,Fog,50.8,Medium,0
2162,2023-04-01 01:00:00,0.88,2361,73,1178.7,Sea,Clear,63.0,High,1
2163,2023-04-01 02:00:00,0.86,513,309,397.7,Road,Storm,43.0,Low,0
2164,2023-04-01 03:00:00,0.68,4449,100,272.4,Road,Rain,16.2,High,0
2165,2023-04-01 04:00:00,0.95,1944,185,735.0,Road,Clear,7.7,Low,1
2166,2023-04-01 05:00:00,0.77,4453,422,941.0,Road,Fog,48.6,High,0
2167,2023-04-01 06:00:00,0.97,1376,134,137.7,Sea,Rain,29.0,High,0
2168,2023-04-01 07:00:00,0.61,3340,105,1357.0,Rail,Clear,27.0,High,1
2169,2023-04-01 08:00:00,0.65,2213,44,1494.0,Air,Rain,30.7,Low,0
2170,2023-04-01 09:00:00,0.65,2156,266,1926.8,Air,Clear,27.8,High,0
2171,2023-04-01 10:00:00,0.89,858,307,262.4,Sea,Rain,57.5,High,0
2172,2023-04-01 11:00:00,0.64,3684,487,939.1,Rail,Clear,4.9,High,0
2173,2023-04-01 12:00:00,0.77,1753,468,369.8,Road,Clear,52.6,Low,0
2174,2023-04-01 13:00:00,0.81,476,8,1380.7,Sea,Clear,17.0,Low,0
2175,2023-04-01 14:00:00,0.81,2652,362,1783.9,Road,Rain,64.9,Medium,1
2176,2023-04-01 15:00:00,0.72,2575,409,1419.8,Rail,Clear,9.6,Low,0
2177,2023-04-01 16:00:00,0.95,1664,246,1397.4,Rail,Storm,68.3,Medium,1
2178,2023-04-01 17:00:00,0.78,4259,104,230.4,Rail,Clear,59.0,Low,0
2179,2023-04-01 18:00:00,0.67,3589,314,933.7,Air,Clear,14.1,Medium,0
2180,2023-04-01 19:00:00,0.82,2483,379,1462.8,Road,Rain,5.2,Low,0
2181,2023-04-01 20:00:00,0.65,749,75,1847.1,Road,Clear,71.3,Medium,0
2182,2023-04-01 21:00:00,0.87,4587,181,1805.9,Air,Clear,71.1,Medium,1
2183,2023-04-01 22:00:00,0.67,1501,179,914.6,Sea,Rain,14.0,Low,0
2184,2023-04-01 23:00:00,0.96,2060,103,1645.4,Rail,Fog,41.2,Medium,0
2185,2023-04-02 00:00:00,0.63,2004,170,1000.2,Air,Clear,31.4,Medium,0
2186,2023-04-02 01:00:00,0.72,3543,61,1160.5,Air,Fog,18.0,High,0
2187,2023-04-02 02:00:00,0.69,1499,213,1358.1,Road,Rain,44.5,Medium,0
2188,2023-04-02 03:00:00,0.83,983,274,940.8,Air,Rain,64.6,High,0
2189,2023-04-02 04:00:00,0.76,4612,41,1706.1,Rail,Storm,54.0,High,0
2190,2023-04-02 05:00:00,0.78,4820,444,23.7,Sea,Rain,17.4,High,1
2191,2023-04-02 06:00:00,0.78,4875,228,1053.8,Sea,Clear,41.6,Low,1
2192,2023-04-02 07:00:00,0.84,4885,43,910.6,Air,Rain,11.0,High,1
2193,2023-04-02 08:00:00,0.7,2567,331,906.7,Sea,Rain,13.2,Low,1
2194,2023-04-02 09:00:00,0.73,3448,230,1946.4,Rail,Rain,67.6,High,0
2195,2023-04-02 10:00:00,0.7,4317,269,93.3,Road,Storm,8.2,Low,0
2196,2023-04-02 11:00:00,0.66,1623,147,750.1,Air,Fog,1.1,High,1
2197,2023-04-02 12:00:00,0.85,1825,200,545.3,Air,Rain,14.9,Medium,0
2198,2023-04-02 13:00:00,0.97,4867,6,156.7,Air,Rain,24.5,Low,1
2199,2023-04-02 14:00:00,0.96,987,442,216.4,Road,Fog,31.6,Low,0
2200,2023-04-02 15:00:00,0.99,3406,425,1671.8,Road,Rain,54.7,Low,1
2201,2023-04-02 16:00:00,0.64,1745,452,1903.7,Rail,Fog,49.7,Low,0
2202,2023-04-02 17:00:00,0.89,3405,334,1848.4,Rail,Rain,3.9,Medium,0
2203,2023-04-02 18:00:00,0.63,3492,321,1254.8,Sea,Storm,24.0,High,1
2204,2023-04-02 19:00:00,0.93,3937,109,184.5,Rail,Clear,36.3,Medium,0
2205,2023-04-02 20:00:00,0.94,456,246,1868.2,Rail,Clear,42.7,Medium,0
2206,2023-04-02 21:00:00,0.79,1865,154,111.3,Road,Clear,16.3,High,0
2207,2023-04-02 22:00:00,0.99,4775,337,1042.2,Air,Fog,34.7,Medium,0
2208,2023-04-02 23:00:00,0.79,3387,92,1441.2,Sea,Clear,55.4,Low,0
2209,2023-04-03 00:00:00,0.82,447,304,1710.3,Road,Rain,54.6,High,0
2210,2023-04-03 01:00:00,0.74,2480,237,374.0,Air,Storm,8.1,High,0
2211,2023-04-03 02:00:00,0.93,2026,424,950.4,Air,Rain,26.0,Low,0
2212,2023-04-03 03:00:00,0.83,1697,294,1448.8,Sea,Storm,49.7,High,1
2213,2023-04-03 04:00:00,0.8,1774,449,877.9,Air,Fog,67.6,High,0
2214,2023-04-03 05:00:00,0.77,1861,477,1595.9,Sea,Fog,13.1,Low,0
2215,2023-04-03 06:00:00,0.9,2056,261,1096.8,Rail,Clear,27.4,High,0
2216,2023-04-03 07:00:00,0.63,3738,173,1529.0,Road,Clear,14.1,Medium,0
2217,2023-04-03 08:00:00,0.85,2488,29,35.5,Sea,Fog,54.6,Low,1
2218,2023-04-03 09:00:00,0.63,3618,192,313.9,Rail,Clear,66.9,High,1
2219,2023-04-03 10:00:00,0.69,2095,398,469.6,Sea,Fog,58.3,Low,1
2220,2023-04-03 11:00:00,0.61,547,77,1894.2,Road,Storm,20.7,Low,1
2221,2023-04-03 12:00:00,0.81,2575,33,372.5,Air,Fog,49.1,Medium,0
2222,2023-04-03 13:00:00,0.98,2086,288,1171.5,Road,Clear,3.6,High,0
2223,2023-04-03 14:00:00,0.69,2005,85,1772.5,Sea,Storm,70.6,Low,0
2224,2023-04-03 15:00:00,0.65,1999,338,1883.2,Rail,Fog,15.7,Low,0
2225,2023-04-03 16:00:00,0.81,1092,235,1703.1,Rail,Storm,55.6,High,1
2226,2023-04-03 17:00:00,0.61,3165,339,254.1,Road,Clear,47.2,High,1
2227,2023-04-03 18:00:00,0.74,2405,374,1641.6,Air,Fog,19.1,Medium,0
2228,2023-04-03 19:00:00,0.78,1402,217,511.5,Road,Fog,43.8,High,0
2229,2023-04-03 20:00:00,0.63,1607,458,1061.2,Air,Rain,49.5,Low,0
2230,2023-04-03 21:00:00,0.95,2286,400,1114.1,Sea,Rain,52.7,High,0
2231,2023-04-03 22:00:00,0.75,321,52,1472.6,Sea,Fog,21.1,Medium,0
2232,2023-04-03 23:00:00,0.83,1538,235,1769.9,Air,Storm,66.3,Medium,0
2233,2023-04-04 00:00:00,0.65,684,367,1399.8,Sea,Clear,65.5,High,0
2234,2023-04-04 01:00:00,0.99,1784,174,1086.9,Sea,Rain,22.5,Medium,1
2235,2023-04-04 02:00:00,0.67,69,138,373.6,Road,Rain,3.8,High,0
2236,2023-04-04 03:00:00,0.79,801,55,1219.0,Air,Fog,56.9,High,0
2237,2023-04-04 04:00:00,0.64,1265,351,1865.9,Air,Rain,31.1,Medium,0
2238,2023-04-04 05:00:00,0.66,3523,132,196.1,Rail,Fog,68.0,Low,0
2239,2023-04-04 06:00:00,0.65,4150,106,1836.1,Rail,Rain,24.2,High,0
2240,2023-04-04 07:00:00,0.75,368,178,1044.7,Air,Fog,10.4,High,0
2241,2023-04-04 08:00:00,0.64,3681,185,55.3,Sea,Storm,25.2,Medium,0
2242,2023-04-04 09:00:00,0.79,876,312,253.3,Rail,Clear,4.7,Medium,0
2243,2023-04-04 10:00:00,0.83,1883,173,1490.7,Air,Storm,51.0,High,1
2244,2023-04-04 11:00:00,0.68,4839,124,1370.7,Rail,Storm,31.9,High,0
2245,2023-04-04 12:00:00,0.91,3573,11,1163.5,Rail,Rain,7.2,High,0
2246,2023-04-04 13:00:00,0.63,4518,23,1201.2,Sea,Storm,15.3,Medium,0
2247,2023-04-04 14:00:00,0.83,4174,224,1740.1,Road,Fog,30.1,Low,0
2248,2023-04-04 15:00:00,0.92,2815,399,1632.5,Air,Storm,5.7,High,0
2249,2023-04-04 16:00:00,0.85,4762,150,1635.3,Rail,Storm,55.8,Low,0
2250,2023-04-04 17:00:00,0.6,4535,54,1296.6,Air,Fog,12.4,High,0
2251,2023-04-04 18:00:00,0.63,253,271,680.4,Sea,Clear,24.8,High,0
2252,2023-04-04 19:00:00,0.62,1280,355,751.4,Road,Storm,1.5,Medium,0
2253,2023-04-04 20:00:00,0.65,1198,401,1117.9,Road,Fog,8.5,High,1
2254,2023-04-04 21:00:00,0.81,3306,257,1850.8,Road,Storm,33.1,Medium,0
2255,2023-04-04 22:00:00,0.98,477,154,991.0,Air,Storm,41.5,High,0
2256,2023-04-04 23:00:00,0.75,473,199,1311.9,Rail,Clear,46.6,Medium,0
2257,2023-04-05 00:00:00,0.92,3908,174,1774.6,Rail,Fog,37.6,High,0
2258,2023-04-05 01:00:00,0.71,2390,2,20.3,Rail,Clear,1.2,High,0
2259,2023-04-05 02:00:00,0.99,4292,356,282.3,Air,Storm,51.0,Medium,1
2260,2023-04-05 03:00:00,0.75,3152,343,124.0,Air,Rain,45.6,Low,0
2261,2023-04-05 04:00:00,0.68,288,98,1102.3,Rail,Storm,15.8,Medium,0
2262,2023-04-05 05:00:00,0.68,963,374,542.2,Rail,Fog,28.2,High,1
2263,2023-04-05 06:00:00,0.65,910,490,781.9,Rail,Rain,30.0,Low,0
2264,2023-04-05 07:00:00,0.63,2666,46,455.6,Air,Rain,2.1,High,0
2265,2023-04-05 08:00:00,0.97,805,261,111.2,Air,Rain,63.2,Low,0
2266,2023-04-05 09:00:00,0.89,2208,329,1031.7,Rail,Fog,54.5,Low,1
2267,2023-04-05 10:00:00,0.66,475,452,1703.4,Rail,Clear,28.1,Medium,1
2268,2023-04-05 11:00:00,0.84,342,314,665.9,Air,Clear,41.3,High,1
2269,2023-04-05 12:00:00,0.79,4882,319,1054.0,Sea,Clear,45.1,Medium,0
2270,2023-04-05 13:00:00,0.63,624,373,755.9,Sea,Clear,18.4,Low,0
2271,2023-04-05 14:00:00,1.0,4493,215,435.1,Air,Rain,20.0,Low,0
2272,2023-04-05 15:00:00,0.69,3148,198,977.3,Sea,Rain,14.2,High,0
2273,2023-04-05 16:00:00,0.83,785,148,851.5,Sea,Fog,46.3,High,0
2274,2023-04-05 17:00:00,0.74,2368,201,154.2,Rail,Clear,42.9,Medium,1
2275,2023-04-05 18:00:00,0.8,4806,451,336.1,Road,Rain,28.5,High,0
2276,2023-04-05 19:00:00,1.0,2688,103,1257.8,Rail,Clear,15.2,Low,0
2277,2023-04-05 20:00:00,0.91,4891,458,749.1,Road,Clear,2.1,Low,0
2278,2023-04-05 21:00:00,0.7,2700,188,1867.5,Air,Clear,36.8,Low,0
2279,2023-04-05 22:00:00,0.88,238,84,1018.0,Road,Fog,5.5,Medium,0
2280,2023-04-05 23:00:00,0.79,3934,465,151.2,Rail,Clear,11.6,Medium,0
2281,2023-04-06 00:00:00,0.7,3369,311,1057.5,Air,Fog,39.0,High,0
2282,2023-04-06 01:00:00,0.82,4931,389,371.4,Air,Rain,61.7,Medium,1
2283,2023-04-06 02:00:00,0.69,4682,317,1434.9,Sea,Rain,37.8,Medium,0
2284,2023-04-06 03:00:00,0.92,1101,460,1369.2,Road,Fog,31.0,Medium,0
2285,2023-04-06 04:00:00,0.72,2611,22,1872.4,Air,Storm,20.4,High,1
2286,2023-04-06 05:00:00,0.64,4079,484,656.9,Rail,Storm,16.2,Low,0
2287,2023-04-06 06:00:00,0.95,1849,329,892.0,Air,Storm,35.0,Low,0
2288,2023-04-06 07:00:00,0.67,2497,390,414.1,Sea,Clear,65.2,Medium,0
2289,2023-04-06 08:00:00,0.88,4338,164,1558.5,Air,Clear,30.4,High,0
2290,2023-04-06 09:00:00,0.95,4461,118,1165.2,Road,Fog,19.9,Low,0
2291,2023-04-06 10:00:00,0.89,1332,43,1544.1,Road,Storm,26.3,High,1
2292,2023-04-06 11:00:00,0.98,386,474,774.5,Air,Clear,71.7,High,1
2293,2023-04-06 12:00:00,0.71,4960,365,1118.6,Rail,Storm,29.1,High,0
2294,2023-04-06 13:00:00,0.75,1129,249,755.2,Rail,Fog,39.5,Medium,0
2295,2023-04-06 14:00:00,0.85,1899,325,659.2,Sea,Clear,62.7,High,0
2296,2023-04-06 15:00:00,0.65,2246,394,637.2,Road,Fog,59.6,High,1
2297,2023-04-06 16:00:00,1.0,1543,222,1329.2,Sea,Clear,48.2,High,1
2298,2023-04-06 17:00:00,0.86,1766,178,669.1,Rail,Storm,16.8,High,0
2299,2023-04-06 18:00:00,0.87,3472,408,1949.9,Road,Clear,15.7,Low,0
2300,2023-04-06 19:00:00,0.83,4986,60,288.0,Rail,Fog,30.3,Low,0
2301,2023-04-06 20:00:00,0.8,3207,467,1407.4,Road,Rain,19.4,High,1
2302,2023-04-06 21:00:00,0.68,324,394,1474.0,Road,Storm,56.8,Medium,0
2303,2023-04-06 22:00:00,0.64,3557,149,663.6,Sea,Rain,10.4,Low,0
2304,2023-04-06 23:00:00,0.7,321,72,1017.7,Rail,Storm,59.7,High,0
2305,2023-04-07 00:00:00,0.61,2917,32,83.1,Rail,Rain,40.0,Medium,0
2306,2023-04-07 01:00:00,0.85,2117,161,642.1,Road,Rain,27.9,Low,1
2307,2023-04-07 02:00:00,0.67,2580,485,1221.4,Air,Storm,14.9,Medium,0
2308,2023-04-07 03:00:00,0.97,2656,235,1313.9,Sea,Fog,2.2,Low,0
2309,2023-04-07 04:00:00,0.64,2090,136,1809.1,Sea,Rain,33.7,High,0
2310,2023-04-07 05:00:00,0.73,3816,50,1242.2,Sea,Fog,35.3,High,0
2311,2023-04-07 06:00:00,0.94,95,395,1672.3,Air,Fog,2.5,Low,1
2312,2023-04-07 07:00:00,0.85,3091,20,1952.0,Rail,Clear,58.8,Medium,0
2313,2023-04-07 08:00:00,0.77,2774,322,1672.4,Rail,Storm,22.2,High,1
2314,2023-04-07 09:00:00,0.89,3144,243,895.9,Rail,Rain,64.4,High,1
2315,2023-04-07 10:00:00,0.76,1459,224,1293.2,Road,Rain,2.1,Low,0
2316,2023-04-07 11:00:00,0.66,4917,478,220.7,Sea,Clear,2.3,Medium,0
2317,2023-04-07 12:00:00,0.99,3404,256,1053.4,Sea,Rain,42.8,Medium,1
2318,2023-04-07 13:00:00,0.95,179,377,957.0,Air,Fog,51.1,Low,0
2319,2023-04-07 14:00:00,0.9,790,471,746.7,Rail,Clear,58.6,Low,0
2320,2023-04-07 15:00:00,0.71,1962,111,734.0,Air,Fog,33.6,Medium,0
2321,2023-04-07 16:00:00,0.8,1239,200,297.5,Road,Fog,14.1,Medium,0
2322,2023-04-07 17:00:00,0.64,1676,241,43.5,Air,Storm,43.2,Medium,0
2323,2023-04-07 18:00:00,0.62,522,249,998.8,Rail,Rain,19.1,Low,1
2324,2023-04-07 19:00:00,0.98,1585,327,1108.2,Air,Rain,30.4,Medium,1
2325,2023-04-07 20:00:00,0.77,2850,174,1849.0,Sea,Fog,44.8,Low,1
2326,2023-04-07 21:00:00,0.69,1751,257,1550.1,Road,Fog,36.0,Medium,0
2327,2023-04-07 22:00:00,0.92,3960,40,1366.8,Air,Rain,50.7,High,1
2328,2023-04-07 23:00:00,0.81,4748,156,1265.3,Sea,Fog,67.2,High,0
2329,2023-04-08 00:00:00,0.86,929,25,1600.7,Sea,Fog,66.9,High,0
2330,2023-04-08 01:00:00,0.64,2879,90,1544.9,Road,Fog,67.4,High,0
2331,2023-04-08 02:00:00,0.78,4093,75,657.3,Rail,Clear,22.4,Medium,0
2332,2023-04-08 03:00:00,0.76,3373,320,1752.9,Sea,Fog,60.2,Low,0
2333,2023-04-08 04:00:00,0.72,1368,90,1757.4,Air,Fog,58.2,Medium,0
2334,2023-04-08 05:00:00,0.67,4191,181,698.1,Sea,Clear,43.5,High,0
2335,2023-04-08 06:00:00,0.95,2778,140,1812.6,Rail,Rain,11.6,High,0
2336,2023-04-08 07:00:00,0.9,3544,256,108.9,Air,Clear,34.8,Medium,0
2337,2023-04-08 08:00:00,0.83,2822,363,904.3,Road,Clear,52.9,High,1
2338,2023-04-08 09:00:00,0.71,3569,17,447.2,Road,Storm,7.9,Medium,1
2339,2023-04-08 10:00:00,0.85,1360,422,351.2,Road,Storm,7.0,Low,0
2340,2023-04-08 11:00:00,0.76,2205,317,442.9,Air,Clear,14.2,Medium,0
2341,2023-04-08 12:00:00,0.6,1640,305,14.8,Rail,Clear,28.7,Medium,1
2342,2023-04-08 13:00:00,0.85,3799,274,1717.7,Rail,Fog,28.3,Low,0
2343,2023-04-08 14:00:00,0.87,3746,477,1245.5,Sea,Clear,23.4,Low,0
2344,2023-04-08 15:00:00,0.98,4116,456,809.7,Sea,Fog,2.1,Medium,0
2345,2023-04-08 16:00:00,0.93,520,245,594.3,Air,Clear,26.6,High,0
2346,2023-04-08 17:00:00,0.63,1237,429,1722.3,Rail,Rain,67.7,High,1
2347,2023-04-08 18:00:00,0.73,1617,9,90.1,Road,Storm,61.2,High,0
2348,2023-04-08 19:00:00,0.62,1312,308,284.1,Road,Rain,59.6,Medium,1
2349,2023-04-08 20:00:00,0.63,1739,316,1212.6,Sea,Clear,23.3,High,0
2350,2023-04-08 21:00:00,0.79,3604,417,506.2,Road,Fog,3.5,Medium,0
2351,2023-04-08 22:00:00,0.68,3744,292,68.4,Rail,Storm,67.7,Low,1
2352,2023-04-08 23:00:00,0.62,4387,293,44.1,Road,Clear,67.2,Low,0
2353,2023-04-09 00:00:00,0.85,2657,427,1842.3,Sea,Storm,43.8,High,0
2354,2023-04-09 01:00:00,0.97,4718,321,22.6,Rail,Fog,40.6,High,0
2355,2023-04-09 02:00:00,0.93,2496,31,1736.7,Road,Rain,24.3,High,1
2356,2023-04-09 03:00:00,0.62,4738,5,1596.2,Air,Rain,55.9,Medium,0
2357,2023-04-09 04:00:00,0.72,1691,115,1705.9,Sea,Fog,38.4,Low,0
2358,2023-04-09 05:00:00,0.62,443,340,844.4,Road,Rain,15.9,Medium,0
2359,2023-04-09 06:00:00,0.77,1167,478,214.4,Rail,Rain,20.2,Medium,1
2360,2023-04-09 07:00:00,0.97,4168,326,1873.0,Road,Clear,3.7,High,0
2361,2023-04-09 08:00:00,0.68,4804,196,61.3,Air,Clear,28.4,High,1
2362,2023-04-09 09:00:00,0.89,667,160,1352.1,Sea,Storm,40.2,Medium,1
2363,2023-04-09 10:00:00,0.8,2009,349,670.4,Air,Fog,53.4,Low,1
2364,2023-04-09 11:00:00,0.81,1999,336,1089.7,Sea,Clear,55.1,Low,0
2365,2023-04-09 12:00:00,0.93,3742,15,860.5,Sea,Rain,9.1,High,0
2366,2023-04-09 13:00:00,0.72,2353,124,933.9,Air,Clear,43.5,High,0
2367,2023-04-09 14:00:00,0.73,276,25,1566.4,Sea,Clear,71.7,High,0
2368,2023-04-09 15:00:00,0.9,683,387,762.6,Air,Fog,18.5,Low,0
2369,2023-04-09 16:00:00,0.66,2567,297,1232.4,Road,Rain,30.0,Medium,0
2370,2023-04-09 17:00:00,0.64,1888,71,1301.8,Air,Storm,60.3,Medium,0
2371,2023-04-09 18:00:00,0.76,3108,398,896.3,Sea,Clear,16.3,Low,0
2372,2023-04-09 19:00:00,0.76,2227,329,1150.1,Rail,Fog,57.3,Medium,0
2373,2023-04-09 20:00:00,0.72,578,19,82.1,Rail,Clear,39.0,High,1
2374,2023-04-09 21:00:00,0.7,813,468,305.6,Rail,Storm,39.3,Low,1
2375,2023-04-09 22:00:00,0.95,4289,381,726.2,Air,Fog,45.3,Medium,1
2376,2023-04-09 23:00:00,0.76,1771,205,1831.2,Road,Fog,71.2,High,1
2377,2023-04-10 00:00:00,0.72,1402,271,588.0,Sea,Rain,59.6,High,1
2378,2023-04-10 01:00:00,0.91,1357,14,883.1,Air,Fog,40.1,High,1
2379,2023-04-10 02:00:00,0.94,4734,175,5.2,Road,Rain,15.1,Medium,1
2380,2023-04-10 03:00:00,0.88,3019,234,1182.0,Air,Storm,52.6,Medium,0
2381,2023-04-10 04:00:00,0.99,3956,159,161.9,Rail,Rain,29.5,Medium,0
2382,2023-04-10 05:00:00,0.65,3108,227,111.5,Air,Clear,30.2,Low,0
2383,2023-04-10 06:00:00,0.78,797,300,1209.7,Rail,Storm,66.2,High,1
2384,2023-04-10 07:00:00,0.92,1870,224,1667.0,Air,Rain,63.9,Medium,0
2385,2023-04-10 08:00:00,0.99,3508,378,1807.9,Road,Clear,56.4,Low,0
2386,2023-04-10 09:00:00,0.68,1764,91,1301.4,Air,Fog,33.5,Low,0
2387,2023-04-10 10:00:00,0.9,4811,417,848.1,Sea,Rain,44.8,Medium,0
2388,2023-04-10 11:00:00,0.68,2797,142,634.7,Road,Clear,32.2,Low,0
2389,2023-04-10 12:00:00,0.76,2295,184,1968.4,Rail,Fog,35.6,Medium,0
2390,2023-04-10 13:00:00,0.9,4077,207,1477.1,Rail,Clear,35.5,High,0
2391,2023-04-10 14:00:00,0.91,2186,53,1281.9,Air,Rain,37.2,High,1
2392,2023-04-10 15:00:00,0.62,3985,304,40.2,Sea,Rain,25.9,Low,1
2393,2023-04-10 16:00:00,0.7,3215,225,212.8,Air,Clear,57.2,High,0
2394,2023-04-10 17:00:00,0.99,4036,310,729.1,Rail,Storm,40.9,High,0
2395,2023-04-10 18:00:00,0.83,3546,417,1107.5,Air,Fog,62.6,Low,0
2396,2023-04-10 19:00:00,0.83,3136,293,1466.2,Air,Clear,69.8,Medium,0
2397,2023-04-10 20:00:00,0.7,2624,1,1183.8,Rail,Rain,40.5,Medium,1
2398,2023-04-10 21:00:00,0.78,2773,135,1210.9,Road,Fog,46.4,Low,0
2399,2023-04-10 22:00:00,0.71,2284,203,700.7,Air,Fog,49.1,Low,0
2400,2023-04-10 23:00:00,0.66,3267,488,830.2,Rail,Rain,62.6,Low,1
2401,2023-04-11 00:00:00,0.71,2361,364,599.6,Air,Clear,62.0,Medium,0
2402,2023-04-11 01:00:00,0.82,3753,21,224.2,Air,Fog,5.0,High,0
2403,2023-04-11 02:00:00,0.81,4580,469,819.8,Road,Rain,45.8,Medium,0
2404,2023-04-11 03:00:00,0.81,1381,273,703.3,Rail,Storm,8.3,Medium,0
2405,2023-04-11 04:00:00,0.74,2735,104,468.4,Sea,Rain,33.1,High,0
2406,2023-04-11 05:00:00,0.77,819,9,855.7,Air,Rain,39.8,Medium,0
2407,2023-04-11 06:00:00,0.95,351,180,571.1,Road,Clear,24.7,Medium,1
2408,2023-04-11 07:00:00,0.97,796,403,342.1,Sea,Fog,63.2,High,0
2409,2023-04-11 08:00:00,0.96,776,329,1165.0,Road,Clear,50.9,Low,0
2410,2023-04-11 09:00:00,0.69,3133,117,1836.0,Road,Fog,60.1,Medium,0
2411,2023-04-11 10:00:00,0.85,2514,35,1550.3,Road,Storm,4.1,Medium,0
2412,2023-04-11 11:00:00,0.91,4485,479,1412.7,Road,Fog,58.9,Medium,0
2413,2023-04-11 12:00:00,0.73,2683,478,611.4,Rail,Rain,52.7,Medium,0
2414,2023-04-11 13:00:00,0.79,3285,20,1877.1,Sea,Storm,44.5,Low,0
